Entrez Gene ID	Gene Symbol	Gene Name
79094	CHAC1	ChaC, cation transport regulator homolog 1 (E. coli)
114881	OSBPL7	oxysterol binding protein-like 7
23493	HEY2	hairy/enhancer-of-split related with YRPW motif 2
154386	C6orf195	chromosome 6 open reading frame 195
54809	SAMD9	sterile alpha motif domain containing 9
152078	C3orf55	chromosome 3 open reading frame 55
84632	AFAP1L2	actin filament associated protein 1-like 2
7059	THBS3	thrombospondin 3
651258	GAPDHP37	glyceraldehyde 3 phosphate dehydrogenase pseudogene 37
28462	IGHV1-68	immunoglobulin heavy variable 1-68 (pseudogene)
100130240	RPS5P2	ribosomal protein S5 pseudogene 2
84547	PGBD1	piggyBac transposable element derived 1
100130511	[No Symbol]	[No Name]
1783	DYNC1LI2	dynein, cytoplasmic 1, light intermediate chain 2
100131480	LOC100131480	similar to hCG2045844
100127998	[No Symbol]	[No Name]
3067	HDC	histidine decarboxylase
84301	DDI2	DNA-damage inducible 1 homolog 2 (S. cerevisiae)
4744	NEFH	neurofilament, heavy polypeptide
1471	CST3	cystatin C
643376	BTBD18	BTB (POZ) domain containing 18
92170	MTG1	mitochondrial GTPase 1 homolog (S. cerevisiae)
646197	LOC646197	heat shock protein 90kDa alpha (cytosolic), class B member 1 pseudogene
838	CASP5	caspase 5, apoptosis-related cysteine peptidase
200403	VWA3B	von Willebrand factor A domain containing 3B
170954	KIAA1949	KIAA1949
6368	CCL23	chemokine (C-C motif) ligand 23
155038	GIMAP8	GTPase, IMAP family member 8
340706	VWA2	von Willebrand factor A domain containing 2
643449	[No Symbol]	[No Name]
401431	LOC401431	hypothetical LOC401431
647000	TUBBP2	tubulin, beta pseudogene 2
11120	BTN2A1	butyrophilin, subfamily 2, member A1
643664	AMAC1L3	acyl-malonyl condensing enzyme 1-like 3
9710	KIAA0355	KIAA0355
8999	CDKL2	cyclin-dependent kinase-like 2 (CDC2-related kinase)
646517	LOC646517	pre-mRNA-splicing regulator WTAP-like
100128420	LOC100128420	hypothetical protein LOC100128420
5036	PA2G4	proliferation-associated 2G4, 38kDa
317702	VN1R3	vomeronasal 1 receptor 3 (gene/pseudogene)
6578	SLCO2A1	solute carrier organic anion transporter family, member 2A1
79699	ZYG11B	zyg-11 homolog B (C. elegans)
91975	ZNF300	zinc finger protein 300
100132813	LOC100132813	hypothetical LOC100132813
128756	RPL15P1	ribosomal protein L15 pseudogene 1
100132126	LOC100132126	mitochondrial carrier homolog 2 pseudogene
100133117	[No Symbol]	[No Name]
125150	ZSWIM7	zinc finger, SWIM-type containing 7
8456	FOXN1	forkhead box N1
100131051	LOC100131051	mediator complex subunit 28 pseudogene
3621	ING1	inhibitor of growth family, member 1
386683	KRTAP12-3	keratin associated protein 12-3
55511	SAGE1	sarcoma antigen 1
400454	UNQ9370	IFMQ9370
137290	MRPL9P1	mitochondrial ribosomal protein L9 pseudogene 1
100128238	LOC100128238	KIAA0895-like pseudogene
26592	OR8B5P	olfactory receptor, family 8, subfamily B, member 5 pseudogene
7018	TF	transferrin
123207	C15orf40	chromosome 15 open reading frame 40
729578	[No Symbol]	[No Name]
8545	CGGBP1	CGG triplet repeat binding protein 1
554225	STRCP1	stereocilin pseudogene 1
80319	CXXC4	CXXC finger protein 4
140609	NEK7	NIMA (never in mitosis gene a)-related kinase 7
55765	C1orf106	chromosome 1 open reading frame 106
384	ARG2	arginase, type II
388407	C17orf82	chromosome 17 open reading frame 82
140803	TRPM6	transient receptor potential cation channel, subfamily M, member 6
100129083	LOC100129083	similar to hCG2045285
27319	BHLHE22	basic helix-loop-helix family, member e22
23367	LARP1	La ribonucleoprotein domain family, member 1
83697	SLC4A9	solute carrier family 4, sodium bicarbonate cotransporter, member 9
64081	PBLD	phenazine biosynthesis-like protein domain containing
81887	LAS1L	LAS1-like (S. cerevisiae)
389765	LOC389765	kinesin family member 27 pseudogene
2909	ARHGAP35	Rho GTPase activating protein 35
84727	SPSB2	splA/ryanodine receptor domain and SOCS box containing 2
646535	LOC646535	60S ribosomal protein L7a-like
392132	OR2R1P	olfactory receptor, family 2, subfamily R, member 1, pseudogene
22987	SV2C	synaptic vesicle glycoprotein 2C
57821	C1orf114	chromosome 1 open reading frame 114
2794	GNL1	guanine nucleotide binding protein-like 1
100131909	[No Symbol]	[No Name]
7781	SLC30A3	solute carrier family 30 (zinc transporter), member 3
23053	KIAA0913	KIAA0913
100129461	LOC100129461	hypothetical LOC100129461
100048912	CDKN2B-AS1	CDKN2B antisense RNA 1 (non-protein coding)
377007	KLHL30	kelch-like 30 (Drosophila)
84996	C21orf119	chromosome 21 open reading frame 119
647309	GEMC1	geminin coiled-coil domain-containing protein 1
51678	MPP6	membrane protein, palmitoylated 6 (MAGUK p55 subfamily member 6)
4775	NFATC3	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3
729835	LOC729835	ubiquitin-fold modifier 1-like
4091	SMAD6	SMAD family member 6
390301	ST13P9	suppression of tumorigenicity 13 (colon carcinoma) (Hsp70 interacting protein) pseudogene 9
7539	ZFP37	zinc finger protein 37 homolog (mouse)
4166	CHST6	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 6
730094	C16orf52	chromosome 16 open reading frame 52
2672	GFI1	growth factor independent 1 transcription repressor
391739	CCT6P2	chaperonin containing TCP1, subunit 6 (zeta) pseudogene 2
222546	RFX6	regulatory factor X, 6
100128370	[No Symbol]	[No Name]
100128816	LOC100128816	ACAH3104
7638	ZNF221	zinc finger protein 221
55700	MAP7D1	MAP7 domain containing 1
2070	EYA4	eyes absent homolog 4 (Drosophila)
730184	LOC730184	hypothetical LOC730184
54873	PALMD	palmdelphin
1058	CENPA	centromere protein A
100130909	LOC100130909	hypothetical LOC100130909
54619	CCNJ	cyclin J
100133224	LOC100133224	hypothetical protein LOC100133224
51278	IER5	immediate early response 5
6885	MAP3K7	mitogen-activated protein kinase kinase kinase 7
1198	CLK3	CDC-like kinase 3
143	PARP4	poly (ADP-ribose) polymerase family, member 4
4758	NEU1	sialidase 1 (lysosomal sialidase)
5676	PSG7	pregnancy specific beta-1-glycoprotein 7 (gene/pseudogene)
10231	RCAN2	regulator of calcineurin 2
729989	[No Symbol]	[No Name]
11031	RAB31	RAB31, member RAS oncogene family
4357	MPST	mercaptopyruvate sulfurtransferase
8971	H1FX	H1 histone family, member X
6886	TAL1	T-cell acute lymphocytic leukemia 1
100133194	[No Symbol]	[No Name]
100131291	LOC100131291	actin, gamma 1 pseudogene
150353	DNAJB7	DnaJ (Hsp40) homolog, subfamily B, member 7
89782	LMLN	leishmanolysin-like (metallopeptidase M8 family)
127069	OR2T10	olfactory receptor, family 2, subfamily T, member 10
613	BCR	breakpoint cluster region
132851	SPATA4	spermatogenesis associated 4
92259	MRPS36	mitochondrial ribosomal protein S36
201254	STRA13	stimulated by retinoic acid 13 homolog (mouse)
390294	LOC390294	heterogeneous nuclear ribonucleoprotein A/B pseudogene
145270	PRIMA1	proline rich membrane anchor 1
7760	ZNF213	zinc finger protein 213
143279	HECTD2	HECT domain containing 2
1511	CTSG	cathepsin G
2918	GRM8	glutamate receptor, metabotropic 8
28999	KLF15	Kruppel-like factor 15
1003	CDH5	cadherin 5, type 2 (vascular endothelium)
6734	SRPR	signal recognition particle receptor (docking protein)
57121	LPAR5	lysophosphatidic acid receptor 5
100131358	RPL3P12	ribosomal protein L3 pseudogene 12
642614	LOC642614	chromosome 2 open reading frame 69 pseudogene
256190	OR4C50P	olfactory receptor, family 4, subfamily C, member 50 pseudogene
9487	PIGL	phosphatidylinositol glycan anchor biosynthesis, class L
143501	C11orf40	chromosome 11 open reading frame 40
115019	SLC26A9	solute carrier family 26, member 9
1232	CCR3	chemokine (C-C motif) receptor 3
139741	ACTRT1	actin-related protein T1
728428	RPS15P1	ribosomal protein S15 pseudogene 1
10815	CPLX1	complexin 1
729	C6	complement component 6
149076	ZNF362	zinc finger protein 362
64077	LHPP	phospholysine phosphohistidine inorganic pyrophosphate phosphatase
728947	LOC728947	zinc finger protein 680 pseudogene
540	ATP7B	ATPase, Cu++ transporting, beta polypeptide
392516	KRT18P49	keratin 18 pseudogene 49
7620	ZNF69	zinc finger protein 69
100129079	[No Symbol]	[No Name]
9790	BMS1	BMS1 homolog, ribosome assembly protein (yeast)
154743	C7orf60	chromosome 7 open reading frame 60
51251	NT5C3	5'-nucleotidase, cytosolic III
114801	TMEM200A	transmembrane protein 200A
4534	MTM1	myotubularin 1
5444	PON1	paraoxonase 1
10318	TNIP1	TNFAIP3 interacting protein 1
114800	CCDC85A	coiled-coil domain containing 85A
79692	ZNF322A	zinc finger protein 322A
100129588	[No Symbol]	[No Name]
57677	ZFP14	zinc finger protein 14 homolog (mouse)
4017	LOXL2	lysyl oxidase-like 2
51050	PI15	peptidase inhibitor 15
440419	LOC440419	TBC1 domain family, member 3H pseudogene
4147	MATN2	matrilin 2
100131678	LOC100131678	cyclin B3 pseudogene
5202	PFDN2	prefoldin subunit 2
1767	DNAH5	dynein, axonemal, heavy chain 5
126006	PCP2	Purkinje cell protein 2
4477	MSMB	microseminoprotein, beta-
10244	RABEPK	Rab9 effector protein with kelch motifs
341880	SLC35F4	solute carrier family 35, member F4
3423	IDS	iduronate 2-sulfatase
91754	NEK9	NIMA (never in mitosis gene a)- related kinase 9
100129312	LOC100129312	hypothetical LOC100129312
645157	RPL21P61	ribosomal protein L21 pseudogene 61
100131813	[No Symbol]	[No Name]
100131935	GAPDHP41	glyceraldehyde 3 phosphate dehydrogenase pseudogene 41
728677	[No Symbol]	[No Name]
5544	PRB3	proline-rich protein BstNI subfamily 3
100131033	PPIGP1	peptidylprolyl isomerase G (cyclophilin G) pseudogene 1
154860	LOC154860	hypothetical LOC154860
135228	CD109	CD109 molecule
10681	GNB5	guanine nucleotide binding protein (G protein), beta 5
402562	HNRNPA1P8	heterogeneous nuclear ribonucleoprotein A1 pseudogene 8
26577	PCOLCE2	procollagen C-endopeptidase enhancer 2
100129865	[No Symbol]	[No Name]
4045	LSAMP	limbic system-associated membrane protein
53345	TM6SF2	transmembrane 6 superfamily member 2
5132	PDC	phosducin
27314	RAB30	RAB30, member RAS oncogene family
100130718	RPL34P26	ribosomal protein L34 pseudogene 26
9400	RECQL5	RecQ protein-like 5
100130315	[No Symbol]	[No Name]
3992	FADS1	fatty acid desaturase 1
645874	[No Symbol]	[No Name]
28962	OSTM1	osteopetrosis associated transmembrane protein 1
3620	IDO1	indoleamine 2,3-dioxygenase 1
83758	RBP5	retinol binding protein 5, cellular
9205	ZMYM5	zinc finger, MYM-type 5
7766	ZNF223	zinc finger protein 223
55614	KIF16B	kinesin family member 16B
60509	AGBL5	ATP/GTP binding protein-like 5
5673	PSG5	pregnancy specific beta-1-glycoprotein 5
390211	KRT8P26	keratin 8 pseudogene 26
80324	PUS1	pseudouridylate synthase 1
100132448	[No Symbol]	[No Name]
644129	LOC644129	hypothetical protein LOC644129
643355	LOC643355	hypothetical LOC643355
30835	CD209	CD209 molecule
100132056	LOC100132056	dihydrofolate reductase pseudogene
100133303	[No Symbol]	[No Name]
5813	PURA	purine-rich element binding protein A
554203	JPX	JPX transcript, XIST activator (non-protein coding)
257103	NCRNA00205	non-protein coding RNA 205
84307	ZNF397	zinc finger protein 397
139221	MUM1L1	melanoma associated antigen (mutated) 1-like 1
64834	ELOVL1	ELOVL fatty acid elongase 1
374864	C18orf34	chromosome 18 open reading frame 34
401260	FLJ41649	hypothetical LOC401260
6776	STAT5A	signal transducer and activator of transcription 5A
6788	STK3	serine/threonine kinase 3
27329	ANGPTL3	angiopoietin-like 3
10951	CBX1	chromobox homolog 1
8900	CCNA1	cyclin A1
10644	IGF2BP2	insulin-like growth factor 2 mRNA binding protein 2
3554	IL1R1	interleukin 1 receptor, type I
1532	CYB5AP4	cytochrome b5 type A (microsomal) pseudogene 4
23635	SSBP2	single-stranded DNA binding protein 2
8243	SMC1A	structural maintenance of chromosomes 1A
928	CD9	CD9 molecule
266783	PSMD2P1	proteasome 26S subunit, non-ATPase, 2 pseudogene 1
29068	ZBTB44	zinc finger and BTB domain containing 44
100126509	TRNAQ-UUG	transfer RNA glutamine (anticodon UUG)
6588	SLN	sarcolipin
442229	MCART3P	mitochondrial carrier triple repeat 3 pseudogene
6690	SPINK1	serine peptidase inhibitor, Kazal type 1
8672	EIF4G3	eukaryotic translation initiation factor 4 gamma, 3
100133019	[No Symbol]	[No Name]
100130023	[No Symbol]	[No Name]
401207	C5orf63	chromosome 5 open reading frame 63
401262	CRIP3	cysteine-rich protein 3
326614	PEBP1P1	phosphatidylethanolamine binding protein 1 pseudogene 1
9421	HAND1	heart and neural crest derivatives expressed 1
11035	RIPK3	receptor-interacting serine-threonine kinase 3
4855	NOTCH4	notch 4
91695	RRP7B	ribosomal RNA processing 7 homolog B (S. cerevisiae)
55210	ATAD3A	ATPase family, AAA domain containing 3A
10791	VAMP5	vesicle-associated membrane protein 5 (myobrevin)
254102	EHBP1L1	EH domain binding protein 1-like 1
51473	DCDC2	doublecortin domain containing 2
145757	LOC145757	hypothetical LOC145757
7075	TIE1	tyrosine kinase with immunoglobulin-like and EGF-like domains 1
7348	UPK1B	uroplakin 1B
2564	GABRE	gamma-aminobutyric acid (GABA) A receptor, epsilon
338739	LOC338739	hypothetical LOC338739
57619	SHROOM3	shroom family member 3
374928	ZNF773	zinc finger protein 773
166979	CDC20B	cell division cycle 20 homolog B (S. cerevisiae)
100129394	RPL12P42	ribosomal protein L12 pseudogene 42
146853	C17orf50	chromosome 17 open reading frame 50
3814	KISS1	KiSS-1 metastasis-suppressor
1303	COL12A1	collagen, type XII, alpha 1
10252	SPRY1	sprouty homolog 1, antagonist of FGF signaling (Drosophila)
79370	BCL2L14	BCL2-like 14 (apoptosis facilitator)
100130969	[No Symbol]	[No Name]
84561	SLC12A8	solute carrier family 12 (potassium/chloride transporters), member 8
10625	IVNS1ABP	influenza virus NS1A binding protein
8543	LMO4	LIM domain only 4
26150	RIBC2	RIB43A domain with coiled-coils 2
285264	[No Symbol]	[No Name]
5803	PTPRZ1	protein tyrosine phosphatase, receptor-type, Z polypeptide 1
80230	RUFY1	RUN and FYVE domain containing 1
440307	TTLL13	tubulin tyrosine ligase-like family, member 13
5493	PPL	periplakin
90506	LRRC46	leucine rich repeat containing 46
56252	YLPM1	YLP motif containing 1
391587	LOC391587	peptidyl-prolyl cis-trans isomerase A-like
57130	ATP13A1	ATPase type 13A1
9989	PPP4R1	protein phosphatase 4, regulatory subunit 1
221223	CES5A	carboxylesterase 5A
55209	SETD5	SET domain containing 5
441726	RPL28P4	ribosomal protein L28 pseudogene 4
352999	C6orf58	chromosome 6 open reading frame 58
80705	TSGA10	testis specific, 10
50804	MYEF2	myelin expression factor 2
386678	KRTAP10-11	keratin associated protein 10-11
339501	PRSS38	protease, serine, 38
283219	KCTD21	potassium channel tetramerisation domain containing 21
643884	LOC643884	suppressor of cytokine signaling 5 pseudogene
162	AP1B1	adaptor-related protein complex 1, beta 1 subunit
89941	RHOT2	ras homolog gene family, member T2
55821	ALLC	allantoicase
7009	TMBIM6	transmembrane BAX inhibitor motif containing 6
283417	DPY19L2	dpy-19-like 2 (C. elegans)
729291	LOC729291	hypothetical protein LOC729291
9631	NUP155	nucleoporin 155kDa
83690	CRISPLD1	cysteine-rich secretory protein LCCL domain containing 1
401021	LOC401021	hypothetical LOC401021
127002	ATXN7L2	ataxin 7-like 2
260293	CYP4X1	cytochrome P450, family 4, subfamily X, polypeptide 1
6228	RPS23	ribosomal protein S23
100130206	[No Symbol]	[No Name]
100128109	LOC100128109	hypothetical LOC100128109
84886	C1orf198	chromosome 1 open reading frame 198
26693	OR2V1	olfactory receptor, family 2, subfamily V, member 1
651144	LOC651144	nascent-polypeptide-associated complex alpha polypeptide pseudogene
344595	LOC344595	hypothetical LOC344595
157570	ESCO2	establishment of cohesion 1 homolog 2 (S. cerevisiae)
100126477	TRNAL-AAG	transfer RNA leucine (anticodon AAG)
100132083	[No Symbol]	[No Name]
5393	EXOSC9	exosome component 9
440706	[No Symbol]	[No Name]
93986	FOXP2	forkhead box P2
391126	RPL26P12	ribosomal protein L26 pseudogene 12
151531	UPP2	uridine phosphorylase 2
400064	RPS4XP1	ribosomal protein S4X pseudogene 1
81616	ACSBG2	acyl-CoA synthetase bubblegum family member 2
255725	OR52B2	olfactory receptor, family 52, subfamily B, member 2
54868	TMEM104	transmembrane protein 104
2761	GM2AP1	GM2 ganglioside activator pseudogene 1
4909	NTF4	neurotrophin 4
100128282	[No Symbol]	[No Name]
80731	THSD7B	thrombospondin, type I, domain containing 7B
643954	RPSAP43	ribosomal protein SA pseudogene 43
9238	TBRG4	transforming growth factor beta regulator 4
810	CALML3	calmodulin-like 3
6453	ITSN1	intersectin 1 (SH3 domain protein)
741	ZNHIT2	zinc finger, HIT-type containing 2
79845	RNF122	ring finger protein 122
150696	PROM2	prominin 2
100101266	LOC100101266	hepatitis A virus cellular receptor 1 pseudogene
155185	AMZ1	archaelysin family metallopeptidase 1
28421	IGHV3-52	immunoglobulin heavy variable 3-52 (pseudogene)
644335	LOC644335	Smg-5 homolog, nonsense mediated mRNA decay factor (C. elegans) pseudogene
133923	ZNF474	zinc finger protein 474
131368	ZPLD1	zona pellucida-like domain containing 1
23042	PDXDC1	pyridoxal-dependent decarboxylase domain containing 1
139420	SMEK3P	SMEK homolog 3, suppressor of mek1 (Dictyostelium) pseudogene
127550	A3GALT2P	alpha 1,3-galactosyltransferase 2, pseudogene
3043	HBB	hemoglobin, beta
645470	[No Symbol]	[No Name]
83986	ITFG3	integrin alpha FG-GAP repeat containing 3
5322	PLA2G5	phospholipase A2, group V
2063	NR2F6	nuclear receptor subfamily 2, group F, member 6
644949	LOC644949	hypothetical LOC644949
729138	RPLP1P2	ribosomal protein, large, P1 pseudogene 2
3175	ONECUT1	one cut homeobox 1
57493	HEG1	HEG homolog 1 (zebrafish)
390924	EEF1A1P7	eukaryotic translation elongation factor 1 alpha 1 pseudogene 7
81558	FAM117A	family with sequence similarity 117, member A
80128	TRIM46	tripartite motif containing 46
84258	SYT3	synaptotagmin III
100130968	RPL7L1P4	ribosomal protein L7-like 1 pseudogene 4
54472	TOLLIP	toll interacting protein
84168	ANTXR1	anthrax toxin receptor 1
64184	EDDM3B	epididymal protein 3B
130013	ACMSD	aminocarboxymuconate semialdehyde decarboxylase
89866	SEC16B	SEC16 homolog B (S. cerevisiae)
123346	HIGD2B	HIG1 hypoxia inducible domain family, member 2B (pseudogene)
1400	CRMP1	collapsin response mediator protein 1
100129456	LOC100129456	heat shock protein 90kDa alpha (cytosolic), class B member 1 pseudogene
2066	ERBB4	v-erb-a erythroblastic leukemia viral oncogene homolog 4 (avian)
7414	VCL	vinculin
4763	NF1	neurofibromin 1
8993	PGLYRP1	peptidoglycan recognition protein 1
196415	C12orf77	chromosome 12 open reading frame 77
195977	ANTXRL	anthrax toxin receptor-like
728152	[No Symbol]	[No Name]
401335	C7orf65	chromosome 7 open reading frame 65
11253	MAN1B1	mannosidase, alpha, class 1B, member 1
113730	KLHDC7B	kelch domain containing 7B
51617	HMP19	HMP19 protein
644596	NCRNA00087	non-protein coding RNA 87
171586	ABHD3	abhydrolase domain containing 3
23426	GRIP1	glutamate receptor interacting protein 1
646189	RPL18AP13	ribosomal protein L18a pseudogene 13
392442	LOC392442	BCL2-associated athanogene pseudogene
81274	OR52B1P	olfactory receptor, family 52, subfamily B, member 1 pseudogene
57545	CC2D2A	coiled-coil and C2 domain containing 2A
56547	MMP26	matrix metallopeptidase 26
100130095	[No Symbol]	[No Name]
8021	NUP214	nucleoporin 214kDa
147468	WBP2P1	WW domain binding protein 2 pseudogene 1
5739	PTGIR	prostaglandin I2 (prostacyclin) receptor (IP)
283860	NCRNA00304	non-protein coding RNA 304
7168	TPM1	tropomyosin 1 (alpha)
100130288	[No Symbol]	[No Name]
84162	KIAA1109	KIAA1109
388523	ZNF728	zinc finger protein 728
100130799	LOC100130799	serine/arginine-rich splicing factor 10-like
100128621	CYB5AP2	cytochrome b5 type A (microsomal) pseudogene 2
100130084	[No Symbol]	[No Name]
100130503	LOC100130503	hypothetical protein LOC100130503
143241	DYDC1	DPY30 domain containing 1
2241	FER	fer (fps/fes related) tyrosine kinase
4828	NMB	neuromedin B
780776	FAM18A	family with sequence similarity 18, member A
164118	TTC24	tetratricopeptide repeat domain 24
8404	SPARCL1	SPARC-like 1 (hevin)
9265	CYTH3	cytohesin 3
100128604	[No Symbol]	[No Name]
134492	NUDCD2	NudC domain containing 2
392490	FLJ44635	TPT1-like protein
100128995	[No Symbol]	[No Name]
51363	CHST15	carbohydrate (N-acetylgalactosamine 4-sulfate 6-O) sulfotransferase 15
391037	SKINTL	Skint-like, pseudogene
326323	RPS27AP4	ribosomal protein S27a pseudogene 4
129684	CNTNAP5	contactin associated protein-like 5
53411	ATP5LP1	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit g, pseudogene 1
280664	WFDC10B	WAP four-disulfide core domain 10B
54857	GDPD2	glycerophosphodiester phosphodiesterase domain containing 2
2502	FTH1P10	ferritin, heavy polypeptide 1 pseudogene 10
4216	MAP3K4	mitogen-activated protein kinase kinase kinase 4
100129789	[No Symbol]	[No Name]
10443	N4BP2L2	NEDD4 binding protein 2-like 2
648708	[No Symbol]	[No Name]
100130049	LOC100130049	ribosomal L1 domain-containing protein 1-like
100129149	LOC100129149	hypothetical protein LOC100129149
170712	COX7B2	cytochrome c oxidase subunit VIIb2
6809	STX3	syntaxin 3
100129007	FMO8P	flavin containing monooxygenase 8 pseudogene
9097	USP14	ubiquitin specific peptidase 14 (tRNA-guanine transglycosylase)
55308	DDX19A	DEAD (Asp-Glu-Ala-As) box polypeptide 19A
11248	NXPH3	neurexophilin 3
100128395	[No Symbol]	[No Name]
728294	D2HGDH	D-2-hydroxyglutarate dehydrogenase
115557	ARHGEF25	Rho guanine nucleotide exchange factor (GEF) 25
374500	THSD1P1	thrombospondin, type I, domain containing 1 pseudogene 1
442317	LOC442317	chromosome 9 open reading frame 140 pseudogene
644906	LOC644906	malate dehydrogenase 1, NAD (soluble) pseudogene
6181	RPLP2	ribosomal protein, large, P2
55195	C14orf105	chromosome 14 open reading frame 105
6777	STAT5B	signal transducer and activator of transcription 5B
151278	CCDC140	coiled-coil domain containing 140
85236	HIST1H2BK	histone cluster 1, H2bk
1720	LOC1720	dihydrofolate reductase pseudogene
79366	HMGN5	high mobility group nucleosome binding domain 5
51496	CTDSPL2	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase like 2
23639	LRRC6	leucine rich repeat containing 6
10	NAT2	N-acetyltransferase 2 (arylamine N-acetyltransferase)
83886	PRSS27	protease, serine 27
91010	FMNL3	formin-like 3
57052	[No Symbol]	[No Name]
503583	ARGFXP1	arginine-fifty homeobox pseudogene 1
145226	RDH12	retinol dehydrogenase 12 (all-trans/9-cis/11-cis)
1717	DHCR7	7-dehydrocholesterol reductase
4627	MYH9	myosin, heavy chain 9, non-muscle
5160	PDHA1	pyruvate dehydrogenase (lipoamide) alpha 1
100129955	LOC100129955	RNA polymerase I-specific transcription initiation factor RRN3-like
100128524	[No Symbol]	[No Name]
6332	SCN7A	sodium channel, voltage-gated, type VII, alpha
56999	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif, 9
6401	SELE	selectin E
100129348	LOC100129348	cell division cycle associated 4 pseudogene
116285	ACSM1	acyl-CoA synthetase medium-chain family member 1
2246	FGF1	fibroblast growth factor 1 (acidic)
730222	LOC730222	tubulin, alpha 3d pseudogene
347733	TUBB2B	tubulin, beta 2B
2852	GPER	G protein-coupled estrogen receptor 1
84216	TMEM117	transmembrane protein 117
4638	MYLK	myosin light chain kinase
28974	C19orf53	chromosome 19 open reading frame 53
65005	MRPL9	mitochondrial ribosomal protein L9
152877	FAM53A	family with sequence similarity 53, member A
4691	NCL	nucleolin
89876	C3orf15	chromosome 3 open reading frame 15
50937	CDON	Cdon homolog (mouse)
25793	FBXO7	F-box protein 7
114192	SIGLEC20P	sialic acid binding Ig-like lectin 20, pseudogene
10718	NRG3	neuregulin 3
92235	DUSP27	dual specificity phosphatase 27 (putative)
375337	C3orf77	chromosome 3 open reading frame 77
100129310	RPL31P14	ribosomal protein L31 pseudogene 14
23232	TBC1D12	TBC1 domain family, member 12
81469	OR2G3	olfactory receptor, family 2, subfamily G, member 3
100130210	LOC100130210	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide pseudogene
29950	SERTAD1	SERTA domain containing 1
100132891	LOC100132891	hypothetical LOC100132891
347127	FAM75D5	FAM75-like protein FLJ46321 pseudogene
5891	RAGE	renal tumor antigen
11086	ADAM29	ADAM metallopeptidase domain 29
57626	KLHL1	kelch-like 1 (Drosophila)
55634	ZNF673	zinc finger family member 673
146880	LOC146880	hypothetical LOC146880
128822	CST9	cystatin 9 (testatin)
6201	RPS7	ribosomal protein S7
728815	LOC728815	cytokine receptor-like factor 3 pseudogene
401827	MSLNL	mesothelin-like
100131580	LOC100131580	hypothetical protein LOC100131580
5434	POLR2E	polymerase (RNA) II (DNA directed) polypeptide E, 25kDa
11227	GALNT5	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 5 (GalNAc-T5)
10347	ABCA7	ATP-binding cassette, sub-family A (ABC1), member 7
3142	HLX	H2.0-like homeobox
5172	SLC26A4	solute carrier family 26, member 4
5689	PSMB1	proteasome (prosome, macropain) subunit, beta type, 1
349136	WDR86	WD repeat domain 86
84896	ATAD1	ATPase family, AAA domain containing 1
27253	PCDH17	protocadherin 17
1909	EDNRA	endothelin receptor type A
11025	LILRB3	leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 3
83935	TMEM133	transmembrane protein 133
100129103	[No Symbol]	[No Name]
1986	EIF5AP2	eukaryotic translation initiation factor 5A pseudogene 2
7114	TMSB4X	thymosin beta 4, X-linked
10678	B3GNT2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2
346524	OR2Q1P	olfactory receptor, family 2, subfamily Q, member 1 pseudogene
266747	RGL4	ral guanine nucleotide dissociation stimulator-like 4
401474	SAMD12	sterile alpha motif domain containing 12
84897	TBRG1	transforming growth factor beta regulator 1
391518	VENTXP7	VENT homeobox pseudogene 7
729085	FAM198A	family with sequence similarity 198, member A
645939	PRKRIRP8	protein-kinase, interferon-inducible double stranded RNA dependent inhibitor, repressor of (P58 repressor) pseudogene 8
645852	LOC645852	splicing factor 3a, subunit 2, 66kDa pseudogene
83594	NUDT12	nudix (nucleoside diphosphate linked moiety X)-type motif 12
642574	LOC642574	IQ motif and ankyrin repeat domain-containing protein LOC642574
729105	[No Symbol]	[No Name]
100130042	LOC100130042	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase pseudogene
91369	ANKRD40	ankyrin repeat domain 40
643311	CT47B1	cancer/testis antigen family 47, member B1
5118	PCOLCE	procollagen C-endopeptidase enhancer
3834	KIF25	kinesin family member 25
200916	RPL22L1	ribosomal protein L22-like 1
23248	RPRD2	regulation of nuclear pre-mRNA domain containing 2
133748	RPL7AP32	ribosomal protein L7a pseudogene 32
1281	COL3A1	collagen, type III, alpha 1
348926	LOC348926	family with sequence similarity 86, member A pseudogene
391257	SUMO1P1	SUMO1 pseudogene 1
100129716	LOC100129716	hypothetical LOC100129716
116154	PHACTR3	phosphatase and actin regulator 3
401010	LOC401010	nucleolar complex associated 2 homolog (S. cerevisiae) pseudogene
51639	SF3B14	splicing factor 3B, 14 kDa subunit
201232	SLC16A13	solute carrier family 16, member 13 (monocarboxylic acid transporter 13)
11238	CA5B	carbonic anhydrase VB, mitochondrial
56897	WRNIP1	Werner helicase interacting protein 1
