Entrez Gene ID	Gene Symbol	Gene Name
344022	NOTO	notochord homeobox
554210	MIR429	microRNA 429
25970	SH2B1	SH2B adaptor protein 1
51023	MRPS18C	mitochondrial ribosomal protein S18C
337979	KRTAP22-1	keratin associated protein 22-1
55201	MAP1S	microtubule-associated protein 1S
163126	EID2	EP300 interacting inhibitor of differentiation 2
100129163	[No Symbol]	[No Name]
60682	SMAP1	small ArfGAP 1
100133225	LOC100133225	zinc finger, DHHC-type containing 7 pseudogene
9223	MAGI1	membrane associated guanylate kinase, WW and PDZ domain containing 1
647109	[No Symbol]	[No Name]
453	ASS1P8	argininosuccinate synthetase 1 pseudogene 8
100130219	LOC100130219	hypothetical LOC100130219
1666	DECR1	2,4-dienoyl CoA reductase 1, mitochondrial
195977	ANTXRL	anthrax toxin receptor-like
114569	MAL2	mal, T-cell differentiation protein 2 (gene/pseudogene)
51642	MRPL48	mitochondrial ribosomal protein L48
4241	MFI2	antigen p97 (melanoma associated) identified by monoclonal antibodies 133.2 and 96.5
5118	PCOLCE	procollagen C-endopeptidase enhancer
4839	NOP2	NOP2 nucleolar protein homolog (yeast)
140886	PABPC5	poly(A) binding protein, cytoplasmic 5
57019	CIAPIN1	cytokine induced apoptosis inhibitor 1
8744	TNFSF9	tumor necrosis factor (ligand) superfamily, member 9
401242	LOC401242	hypothetical LOC401242
23566	LPAR3	lysophosphatidic acid receptor 3
11017	SNRNP27	small nuclear ribonucleoprotein 27kDa (U4/U6.U5)
100133097	LOC100133097	hypothetical LOC100133097
200403	VWA3B	von Willebrand factor A domain containing 3B
100131801	LOC100131801	hypothetical protein LOC100131801
26137	ZBTB20	zinc finger and BTB domain containing 20
149650	FLJ32154	hypothetical protein FLJ32154
221476	PI16	peptidase inhibitor 16
284998	LOC284998	hypothetical LOC284998
54503	ZDHHC13	zinc finger, DHHC-type containing 13
57451	ODZ2	odz, odd Oz/ten-m homolog 2 (Drosophila)
10244	RABEPK	Rab9 effector protein with kelch motifs
57795	FAM5B	family with sequence similarity 5, member B
23063	WAPAL	wings apart-like homolog (Drosophila)
5828	PEX2	peroxisomal biogenesis factor 2
51106	TFB1M	transcription factor B1, mitochondrial
100133095	[No Symbol]	[No Name]
284313	[No Symbol]	[No Name]
54536	EXOC6	exocyst complex component 6
78996	C7orf49	chromosome 7 open reading frame 49
391681	LOC391681	exocyst complex component 7 pseudogene
4047	LSS	lanosterol synthase (2,3-oxidosqualene-lanosterol cyclase)
441487	LOC441487	methyltransferase like 1 pseudogene
2357	FPR1	formyl peptide receptor 1
353116	RILPL1	Rab interacting lysosomal protein-like 1
100131240	[No Symbol]	[No Name]
1909	EDNRA	endothelin receptor type A
10485	C1orf61	chromosome 1 open reading frame 61
81159	OR9G3P	olfactory receptor, family 9, subfamily G, member 3 pseudogene
200317	FLJ23865	hypothetical protein FLJ23865
100129438	ZFRP1	zinc finger RNA binding protein pseudogene 1
133923	ZNF474	zinc finger protein 474
9350	CER1	cerberus 1, cysteine knot superfamily, homolog (Xenopus laevis)
2665	GDI2	GDP dissociation inhibitor 2
65999	LRRC61	leucine rich repeat containing 61
6998	TDGF3	teratocarcinoma-derived growth factor 3, pseudogene
10509	SEMA4B	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4B
729794	[No Symbol]	[No Name]
100129716	LOC100129716	hypothetical LOC100129716
91948	LOC91948	hypothetical LOC91948
9167	COX7A2L	cytochrome c oxidase subunit VIIa polypeptide 2 like
100130315	[No Symbol]	[No Name]
10462	CLEC10A	C-type lectin domain family 10, member A
641522	[No Symbol]	[No Name]
7345	UCHL1	ubiquitin carboxyl-terminal esterase L1 (ubiquitin thiolesterase)
644578	LOC644578	hypothetical protein LOC644578
100128395	[No Symbol]	[No Name]
2052	EPHX1	epoxide hydrolase 1, microsomal (xenobiotic)
1445	CSK	c-src tyrosine kinase
285415	MRPL42P1	mitochondrial ribosomal protein L42 pseudogene 1
57583	TMEM181	transmembrane protein 181
64689	GORASP1	golgi reassembly stacking protein 1, 65kDa
9860	LRIG2	leucine-rich repeats and immunoglobulin-like domains 2
84324	SARNP	SAP domain containing ribonucleoprotein
6856	SYPL1	synaptophysin-like 1
116236	ABHD15	abhydrolase domain containing 15
81264	OR52E7P	olfactory receptor, family 52, subfamily E, member 7 pseudogene
10008	KCNE3	potassium voltage-gated channel, Isk-related family, member 3
203111	C8orf47	chromosome 8 open reading frame 47
2677	GGCX	gamma-glutamyl carboxylase
168002	DACT2	dapper, antagonist of beta-catenin, homolog 2 (Xenopus laevis)
284116	KRT42P	keratin 42 pseudogene
54476	RNF216	ring finger protein 216
100128081	LOC100128081	hypothetical LOC100128081
4154	MBNL1	muscleblind-like (Drosophila)
29085	PHPT1	phosphohistidine phosphatase 1
100131530	LOC100131530	hypothetical LOC100131530
266673	ZNF402P	zinc finger protein 402, pseudogene
100132126	LOC100132126	mitochondrial carrier homolog 2 pseudogene
8596	OR4A1P	olfactory receptor, family 4, subfamily A, member 1 pseudogene
100130155	LOC100130155	hypothetical LOC100130155
100129218	[No Symbol]	[No Name]
728927	ZNF736	zinc finger protein 736
643865	KRT126P	keratin 126 pseudogene
222643	UNC5CL	unc-5 homolog C (C. elegans)-like
286480	UBE2E4P	ubiquitin-conjugating enzyme E2E 4 pseudogene
131961	IMPDH1P8	IMP (inosine monophosphate) dehydrogenase 1 pseudogene 8
7321	UBE2D1	ubiquitin-conjugating enzyme E2D 1
100129753	[No Symbol]	[No Name]
643168	LOC643168	Rho GTPase activating protein 5 pseudogene
729566	LOC729566	protein archease-like
644681	LOC644681	synovial sarcoma, X breakpoint 2 interacting protein pseudogene
10234	LRRC17	leucine rich repeat containing 17
54769	DIRAS2	DIRAS family, GTP-binding RAS-like 2
55656	INTS8	integrator complex subunit 8
55346	TCP11L1	t-complex 11 (mouse)-like 1
6620	SNCB	synuclein, beta
100129876	[No Symbol]	[No Name]
727982	LOC727982	hypothetical LOC727982
100131740	LOC100131740	corepressor interacting with RBPJ, 1 pseudogene
5868	RAB5A	RAB5A, member RAS oncogene family
285877	POM121L12	POM121 membrane glycoprotein-like 12
6594	SMARCA1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1
163688	CALML6	calmodulin-like 6
645478	[No Symbol]	[No Name]
204219	LASS3	LAG1 homolog, ceramide synthase 3
119392	MEIR5	MEI5 meiotic recombination protein homolog (S. cerevisiae)
128718	RPS11P1	ribosomal protein S11 pseudogene 1
391470	LOC391470	adenosylhomocysteinase pseudogene
3977	LIFR	leukemia inhibitory factor receptor alpha
100129583	FAM47E	family with sequence similarity 47, member E
449491	DEFA8P	defensin, alpha 8 pseudogene
93594	WDR67	WD repeat domain 67
407040	MIR34A	microRNA 34a
100131370	DDX18P6	DEAD (Asp-Glu-Ala-Asp) box polypeptide 18 pseudogene 6
84727	SPSB2	splA/ryanodine receptor domain and SOCS box containing 2
5650	KLK7	kallikrein-related peptidase 7
80100	[No Symbol]	[No Name]
8382	NME5	non-metastatic cells 5, protein expressed in (nucleoside-diphosphate kinase)
100128413	LOC100128413	X-linked inhibitor of apoptosis pseudogene
100129135	LOC100129135	selenocysteine insertion sequence-binding protein 2-like
84671	ZNF347	zinc finger protein 347
730184	LOC730184	hypothetical LOC730184
79753	SNIP1	Smad nuclear interacting protein 1
652411	RPSAP44	ribosomal protein SA pseudogene 44
359948	IRF2BP2	interferon regulatory factor 2 binding protein 2
1687	DFNA5	deafness, autosomal dominant 5
9453	GGPS1	geranylgeranyl diphosphate synthase 1
51617	HMP19	HMP19 protein
80146	UXS1	UDP-glucuronate decarboxylase 1
79009	DDX50	DEAD (Asp-Glu-Ala-Asp) box polypeptide 50
253017	TECRL	trans-2,3-enoyl-CoA reductase-like
400934	FLJ44385	hypothetical FLJ44385
100131073	[No Symbol]	[No Name]
390313	OR5BS1P	olfactory receptor, family 5, subfamily BS, member 1 pseudogene
8840	WISP1	WNT1 inducible signaling pathway protein 1
3833	KIFC1	kinesin family member C1
114192	SIGLEC20P	sialic acid binding Ig-like lectin 20, pseudogene
57619	SHROOM3	shroom family member 3
23616	SH3BP1	SH3-domain binding protein 1
11129	CLASRP	CLK4-associating serine/arginine rich protein
100130084	[No Symbol]	[No Name]
5062	PAK2	p21 protein (Cdc42/Rac)-activated kinase 2
1296	COL8A2	collagen, type VIII, alpha 2
441887	LOC441887	DnaJ (Hsp40) homolog, subfamily C, member 7 pseudogene
100131893	RPL3P11	ribosomal protein L3 pseudogene 11
5881	RAC3	ras-related C3 botulinum toxin substrate 3 (rho family, small GTP binding protein Rac3)
1555	CYP2B6	cytochrome P450, family 2, subfamily B, polypeptide 6
29035	C16orf72	chromosome 16 open reading frame 72
374986	FAM73A	family with sequence similarity 73, member A
126433	FBXO27	F-box protein 27
22999	RIMS1	regulating synaptic membrane exocytosis 1
391073	LOC391073	glyceraldehyde-3-phosphate dehydrogenase pseudogene
3857	KRT9	keratin 9
130802	DNMT3AP1	DNA methyltransferase 3A pseudogene 1
155435	RBM33	RNA binding motif protein 33
201633	TIGIT	T cell immunoreceptor with Ig and ITIM domains
55214	LEPREL1	leprecan-like 1
1141	CHRNB2	cholinergic receptor, nicotinic, beta 2 (neuronal)
219858	OR8B12	olfactory receptor, family 8, subfamily B, member 12
100128870	[No Symbol]	[No Name]
100129814	[No Symbol]	[No Name]
100129007	FMO8P	flavin containing monooxygenase 8 pseudogene
391117	OR10J2P	olfactory receptor, family 10, subfamily J, member 2 pseudogene
100133007	LOC100133007	DENN/MADD domain containing 1C pseudogene
6506	SLC1A2	solute carrier family 1 (glial high affinity glutamate transporter), member 2
9922	IQSEC1	IQ motif and Sec7 domain 1
100133252	LOC100133252	zinc finger protein 131 pseudogene
100129271	C1orf68	chromosome 1 open reading frame 68
730201	[No Symbol]	[No Name]
7545	ZIC1	Zic family member 1
2151	F2RL2	coagulation factor II (thrombin) receptor-like 2
284417	TMEM150B	transmembrane protein 150B
23262	PPIP5K2	diphosphoinositol pentakisphosphate kinase 2
83606	C22orf13	chromosome 22 open reading frame 13
3680	ITGA9	integrin, alpha 9
641765	[No Symbol]	[No Name]
84498	FAM120B	family with sequence similarity 120B
118813	ZFYVE27	zinc finger, FYVE domain containing 27
390327	OR6C70	olfactory receptor, family 6, subfamily C, member 70
100130776	LOC100130776	hypothetical LOC100130776
339500	ZNF678	zinc finger protein 678
389376	SFTA2	surfactant associated 2
5077	PAX3	paired box 3
3788	KCNS2	potassium voltage-gated channel, delayed-rectifier, subfamily S, member 2
7531	YWHAE	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, epsilon polypeptide
80139	ZNF703	zinc finger protein 703
4155	MBP	myelin basic protein
100129692	EIF4BP9	eukaryotic translation initiation factor 4B pseudogene 9
23746	AIPL1	aryl hydrocarbon receptor interacting protein-like 1
54569	UGT2B27P	UDP glucuronosyltransferase 2 family, polypeptide B27 pseudogene
9400	RECQL5	RecQ protein-like 5
642864	SRG7	spermatogenesis-related protein 7
2732	GLDCP1	glycine dehydrogenase (decarboxylase) pseudogene 1
401638	RPSAP10	ribosomal protein SA pseudogene 10
100128993	LOC100128993	similar to hCG2036572
100130968	RPL7L1P4	ribosomal protein L7-like 1 pseudogene 4
7115	TMSB4XP1	thymosin beta 4, X-linked pseudogene 1
29951	PDZRN4	PDZ domain containing ring finger 4
79300	OR51P1P	olfactory receptor, family 51, subfamily P, member 1 pseudogene
347732	CATSPER3	cation channel, sperm associated 3
100129053	LOC100129053	lysine (K)-specific demethylase 4D-like pseudogene
399947	C11orf87	chromosome 11 open reading frame 87
22834	ZNF652	zinc finger protein 652
100129773	[No Symbol]	[No Name]
730094	C16orf52	chromosome 16 open reading frame 52
8621	CDK13	cyclin-dependent kinase 13
9750	FAM65B	family with sequence similarity 65, member B
133688	UGT3A1	UDP glycosyltransferase 3 family, polypeptide A1
100132795	RPL12P32	ribosomal protein L12 pseudogene 32
4855	NOTCH4	notch 4
114876	OSBPL1A	oxysterol binding protein-like 1A
22885	ABLIM3	actin binding LIM protein family, member 3
64432	MRPS25	mitochondrial ribosomal protein S25
4838	NODAL	nodal homolog (mouse)
79550	OR4C4P	olfactory receptor, family 4, subfamily C, member 4 pseudogene
100128902	PRDX3P3	peroxiredoxin 3 pseudogene 3
9121	SLC16A5	solute carrier family 16, member 5 (monocarboxylic acid transporter 6)
286544	MXRA5P1	matrix-remodelling associated 5 pseudogene 1
64005	MYO1G	myosin IG
337976	KRTAP20-2	keratin associated protein 20-2
85378	TUBGCP6	tubulin, gamma complex associated protein 6
84938	ATG4C	ATG4 autophagy related 4 homolog C (S. cerevisiae)
441899	LOC441899	vacuolar protein sorting 25 homolog (S. cerevisiae) pseudogene
5573	PRKAR1A	protein kinase, cAMP-dependent, regulatory, type I, alpha (tissue specific extinguisher 1)
26493	OR8B8	olfactory receptor, family 8, subfamily B, member 8
100129348	LOC100129348	cell division cycle associated 4 pseudogene
9411	ARHGAP29	Rho GTPase activating protein 29
197358	NLRC3	NLR family, CARD domain containing 3
22872	SEC31A	SEC31 homolog A (S. cerevisiae)
283189	OR9G4	olfactory receptor, family 9, subfamily G, member 4
55268	ECHDC2	enoyl CoA hydratase domain containing 2
22926	ATF6	activating transcription factor 6
55626	AMBRA1	autophagy/beclin-1 regulator 1
80316	PPP1R2P9	protein phosphatase 1, regulatory (inhibitor) subunit 2 pseudogene 9
51742	ARID4B	AT rich interactive domain 4B (RBP1-like)
8440	NCK2	NCK adaptor protein 2
3065	HDAC1	histone deacetylase 1
3981	LIG4	ligase IV, DNA, ATP-dependent
729662	RPL22P3	ribosomal protein L22 pseudogene 3
5364	PLXNB1	plexin B1
9064	MAP3K6	mitogen-activated protein kinase kinase kinase 6
643941	PHKG1P1	phosphorylase kinase, gamma 1 pseudogene 1
80853	JHDM1D	jumonji C domain containing histone demethylase 1 homolog D (S. cerevisiae)
79940	C6orf155	chromosome 6 open reading frame 155
150696	PROM2	prominin 2
8106	PABPN1	poly(A) binding protein, nuclear 1
25973	PARS2	prolyl-tRNA synthetase 2, mitochondrial (putative)
57666	FBRSL1	fibrosin-like 1
58538	MPP4	membrane protein, palmitoylated 4 (MAGUK p55 subfamily member 4)
55716	LMBR1L	limb region 1 homolog (mouse)-like
84260	TCHP	trichoplein, keratin filament binding
2890	GRIA1	glutamate receptor, ionotropic, AMPA 1
100128153	[No Symbol]	[No Name]
10159	ATP6AP2	ATPase, H+ transporting, lysosomal accessory protein 2
84447	SYVN1	synovial apoptosis inhibitor 1, synoviolin
84765	ZNF577	zinc finger protein 577
79168	LILRA6	leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 6
494329	MIR380	microRNA 380
729911	LOC729911	hypothetical LOC729911
100128554	LOC100128554	hypothetical LOC100128554
124872	B4GALNT2	beta-1,4-N-acetyl-galactosaminyl transferase 2
84168	ANTXR1	anthrax toxin receptor 1
219436	OR5D14	olfactory receptor, family 5, subfamily D, member 14
139425	DCAF8L1	DDB1 and CUL4 associated factor 8-like 1
9789	SPCS2	signal peptidase complex subunit 2 homolog (S. cerevisiae)
23557	SNAPIN	SNAP-associated protein
100133296	[No Symbol]	[No Name]
3324	HSP90AA2	heat shock protein 90kDa alpha (cytosolic), class A member 2
646187	[No Symbol]	[No Name]
79872	CBLL1	Cas-Br-M (murine) ecotropic retroviral transforming sequence-like 1
56994	CHPT1	choline phosphotransferase 1
145270	PRIMA1	proline rich membrane anchor 1
642819	ZNF487P	zinc finger protein 487, pseudogene
10237	SLC35B1	solute carrier family 35, member B1
100129856	RPL37AP5	ribosomal protein L37a pseudogene 5
23099	ZBTB43	zinc finger and BTB domain containing 43
100130142	[No Symbol]	[No Name]
2261	FGFR3	fibroblast growth factor receptor 3
1525	CXADR	coxsackie virus and adenovirus receptor
92482	BBIP1	BBSome interacting protein 1
2128	EVX1	even-skipped homeobox 1
55366	LGR4	leucine-rich repeat containing G protein-coupled receptor 4
28514	DLL1	delta-like 1 (Drosophila)
26523	EIF2C1	eukaryotic translation initiation factor 2C, 1
9245	GCNT3	glucosaminyl (N-acetyl) transferase 3, mucin type
5265	SERPINA1	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1
375056	MIA3	melanoma inhibitory activity family, member 3
337966	KRTAP6-1	keratin associated protein 6-1
389558	FAM180A	family with sequence similarity 180, member A
57492	ARID1B	AT rich interactive domain 1B (SWI1-like)
440072	NCRNA00167	non-protein coding RNA 167
23171	GPD1L	glycerol-3-phosphate dehydrogenase 1-like
6955	TRA@	T cell receptor alpha locus
100129955	LOC100129955	RNA polymerase I-specific transcription initiation factor RRN3-like
84418	C5orf32	chromosome 5 open reading frame 32
613227	HIGD1C	HIG1 hypoxia inducible domain family, member 1C
5688	PSMA7	proteasome (prosome, macropain) subunit, alpha type, 7
9232	PTTG1	pituitary tumor-transforming 1
1061	CENPC1P1	centromere protein C 1 pseudogene 1
10644	IGF2BP2	insulin-like growth factor 2 mRNA binding protein 2
100129456	LOC100129456	heat shock protein 90kDa alpha (cytosolic), class B member 1 pseudogene
6513	SLC2A1	solute carrier family 2 (facilitated glucose transporter), member 1
222584	FAM83B	family with sequence similarity 83, member B
100128613	[No Symbol]	[No Name]
57634	EP400	E1A binding protein p400
100133303	[No Symbol]	[No Name]
54541	DDIT4	DNA-damage-inducible transcript 4
728147	LOC728147	hypothetical protein LOC728147
146057	TTBK2	tau tubulin kinase 2
1374	CPT1A	carnitine palmitoyltransferase 1A (liver)
114827	FHAD1	forkhead-associated (FHA) phosphopeptide binding domain 1
646625	PRHOXNB	parahox cluster neighbor
91	ACVR1B	activin A receptor, type IB
147929	ZNF565	zinc finger protein 565
133083	LOC133083	peptidase (mitochondrial processing) alpha pseudogene
649095	[No Symbol]	[No Name]
55805	LRP2BP	LRP2 binding protein
100127978	LOC100127978	starch binding domain 1 pseudogene
399978	[No Symbol]	[No Name]
83597	RTP3	receptor (chemosensory) transporter protein 3
5104	SERPINA5	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 5
119369	NUDT9P1	nudix (nucleoside diphosphate linked moiety X)-type motif 9 pseudogene 1
4091	SMAD6	SMAD family member 6
346562	GNAT3	guanine nucleotide binding protein, alpha transducing 3
10318	TNIP1	TNFAIP3 interacting protein 1
100130031	[No Symbol]	[No Name]
51465	UBE2J1	ubiquitin-conjugating enzyme E2, J1, U
5489	PPIAP7	peptidylprolyl isomerase A (cyclophilin A) pseudogene 7
142913	CFL1P1	cofilin 1 (non-muscle) pseudogene 1
245930	DEFB116	defensin, beta 116
5212	VIT	vitrin
8531	CSDA	cold shock domain protein A
4147	MATN2	matrilin 2
344892	RTP2	receptor (chemosensory) transporter protein 2
140565	[No Symbol]	[No Name]
100132779	[No Symbol]	[No Name]
127795	C1orf87	chromosome 1 open reading frame 87
23678	SGK3	serum/glucocorticoid regulated kinase family, member 3
120796	OR56A1	olfactory receptor, family 56, subfamily A, member 1
730173	[No Symbol]	[No Name]
100127949	RPL15P16	ribosomal protein L15 pseudogene 16
326337	SSXP4	SSX family pseudogene 4
117248	GALNTL2	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 2
3280	HES1	hairy and enhancer of split 1, (Drosophila)
80011	FAM192A	family with sequence similarity 192, member A
5701	PSMC2	proteasome (prosome, macropain) 26S subunit, ATPase, 2
10324	KBTBD10	kelch repeat and BTB (POZ) domain containing 10
22824	HSPA4L	heat shock 70kDa protein 4-like
219473	OR8K3	olfactory receptor, family 8, subfamily K, member 3
11148	HHLA2	HERV-H LTR-associating 2
6015	RING1	ring finger protein 1
9690	UBE3C	ubiquitin protein ligase E3C
4990	SIX6	SIX homeobox 6
260340	TFAMP2	transcription factor A, mitochondrial pseudogene 2
613209	DEFB135	defensin, beta 135
100132992	HMGN1P30	high mobility group nucleosome binding domain 1 pseudogene 30
64710	NUCKS1	nuclear casein kinase and cyclin-dependent kinase substrate 1
245802	MS4A6E	membrane-spanning 4-domains, subfamily A, member 6E
81839	VANGL1	vang-like 1 (van gogh, Drosophila)
147699	PPM1N	protein phosphatase, Mg2+/Mn2+ dependent, 1N (putative)
63948	DMRTB1	DMRT-like family B with proline-rich C-terminal, 1
64968	MRPS6	mitochondrial ribosomal protein S6
646535	LOC646535	60S ribosomal protein L7a-like
2653	GCSH	glycine cleavage system protein H (aminomethyl carrier)
79958	DENND1C	DENN/MADD domain containing 1C
100128062	SLC2A3P1	solute carrier family 2 (facilitated glucose transporter), member 3 pseudogene 1
83939	EIF2A	eukaryotic translation initiation factor 2A, 65kDa
728294	D2HGDH	D-2-hydroxyglutarate dehydrogenase
79508	OR5M7P	olfactory receptor, family 5, subfamily M, member 7 pseudogene
57821	C1orf114	chromosome 1 open reading frame 114
810	CALML3	calmodulin-like 3
5458	POU4F2	POU class 4 homeobox 2
6720	SREBF1	sterol regulatory element binding transcription factor 1
4712	NDUFB6	NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 6, 17kDa
140803	TRPM6	transient receptor potential cation channel, subfamily M, member 6
51011	FAHD2A	fumarylacetoacetate hydrolase domain containing 2A
643015	LOC643015	nucleolar protein 11 pseudogene
208	AKT2	v-akt murine thymoma viral oncogene homolog 2
2040	STOM	stomatin
23043	TNIK	TRAF2 and NCK interacting kinase
100128997	LOC100128997	hypothetical LOC100128997
401825	LOC401825	MKI67 (FHA domain) interacting nucleolar phosphoprotein pseudogene
440311	LOC440311	glioma tumor suppressor candidate region gene 2 pseudogene
7371	UCK2	uridine-cytidine kinase 2
199699	DAND5	DAN domain family, member 5
644584	LOC644584	Ewing sarcoma breakpoint region 1 pseudogene
55573	CDV3	CDV3 homolog (mouse)
730144	LOC730144	eukaryotic translation initiation factor 1 pseudogene
10466	COG5	component of oligomeric golgi complex 5
55215	FANCI	Fanconi anemia, complementation group I
283902	HTA	hypothetical LOC283902
2243	FGA	fibrinogen alpha chain
54873	PALMD	palmdelphin
284161	GDPD1	glycerophosphodiester phosphodiesterase domain containing 1
100126477	TRNAL-AAG	transfer RNA leucine (anticodon AAG)
51663	ZFR	zinc finger RNA binding protein
285489	DOK7	docking protein 7
81295	OR51A10P	olfactory receptor, family 51, subfamily A, member 10 pseudogene
100132424	[No Symbol]	[No Name]
84769	MPV17L2	MPV17 mitochondrial membrane protein-like 2
79676	OGFOD2	2-oxoglutarate and iron-dependent oxygenase domain containing 2
22848	AAK1	AP2 associated kinase 1
5049	PAFAH1B2	platelet-activating factor acetylhydrolase 1b, catalytic subunit 2 (30kDa)
100131036	HMGB3P28	high mobility group box 3 pseudogene 28
57052	[No Symbol]	[No Name]
79679	VTCN1	V-set domain containing T cell activation inhibitor 1
26005	C2CD3	C2 calcium-dependent domain containing 3
147429	CHST9-AS1	CHST9 antisense RNA 1 (non-protein coding)
285971	ZNF775	zinc finger protein 775
646962	HRCT1	histidine rich carboxyl terminus 1
10456	HAX1	HCLS1 associated protein X-1
100129816	[No Symbol]	[No Name]
50863	NTM	neurotrimin
10389	SCML2	sex comb on midleg-like 2 (Drosophila)
58528	RRAGD	Ras-related GTP binding D
91949	COG7	component of oligomeric golgi complex 7
5519	PPP2R1B	protein phosphatase 2, regulatory subunit A, beta
23205	ACSBG1	acyl-CoA synthetase bubblegum family member 1
51087	YBX2	Y box binding protein 2
1720	LOC1720	dihydrofolate reductase pseudogene
1758	DMP1	dentin matrix acidic phosphoprotein 1
283417	DPY19L2	dpy-19-like 2 (C. elegans)
326614	PEBP1P1	phosphatidylethanolamine binding protein 1 pseudogene 1
23732	C9orf4	chromosome 9 open reading frame 4
130576	LYPD6B	LY6/PLAUR domain containing 6B
645973	ATP5F1P2	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit B1 pseudogene 2
51802	ACCN5	amiloride-sensitive cation channel 5, intestinal
806	CALM2P2	calmodulin 2 pseudogene 2
51205	ACP6	acid phosphatase 6, lysophosphatidic
100128335	LOC100128335	WD repeat domain 12 pseudogene
9629	CLCA3P	chloride channel accessory 3, pseudogene
3008	HIST1H1E	histone cluster 1, H1e
387758	FIBIN	fin bud initiation factor homolog (zebrafish)
150379	PNPLA5	patatin-like phospholipase domain containing 5
253820	[No Symbol]	[No Name]
339453	C1orf70	chromosome 1 open reading frame 70
79974	C7orf58	chromosome 7 open reading frame 58
387748	OR56B1	olfactory receptor, family 56, subfamily B, member 1
114800	CCDC85A	coiled-coil domain containing 85A
730495	LOC730495	hypothetical protein LOC730495
155185	AMZ1	archaelysin family metallopeptidase 1
388523	ZNF728	zinc finger protein 728
8214	DGCR6	DiGeorge syndrome critical region gene 6
391589	KRT18P34	keratin 18 pseudogene 34
391462	RPSAP24	ribosomal protein SA pseudogene 24
55742	PARVA	parvin, alpha
1266	CNN3	calponin 3, acidic
51277	DNAJC27	DnaJ (Hsp40) homolog, subfamily C, member 27
3791	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase)
284723	SLC25A34	solute carrier family 25, member 34
715	C1R	complement component 1, r subcomponent
145645	C15orf43	chromosome 15 open reading frame 43
54490	UGT2B28	UDP glucuronosyltransferase 2 family, polypeptide B28
79971	WLS	wntless homolog (Drosophila)
729589	[No Symbol]	[No Name]
283450	C12orf51	chromosome 12 open reading frame 51
344595	LOC344595	hypothetical LOC344595
390294	LOC390294	heterogeneous nuclear ribonucleoprotein A/B pseudogene
286097	EFHA2	EF-hand domain family, member A2
164312	LRRN4	leucine rich repeat neuronal 4
10476	ATP5H	ATP synthase, H+ transporting, mitochondrial Fo complex, subunit d
100129461	LOC100129461	hypothetical LOC100129461
7652	ZNF99	zinc finger protein 99
7697	ZNF138	zinc finger protein 138
220974	OR6D1P	olfactory receptor, family 6, subfamily D, member 1 pseudogene
402422	LOC402422	tubulin, beta 4 pseudogene
166070	DDX50P2	DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 50 pseudogene 2
777	CACNA1E	calcium channel, voltage-dependent, R type, alpha 1E subunit
5453	POU3F1	POU class 3 homeobox 1
7307	U2AF1	U2 small nuclear RNA auxiliary factor 1
84466	MEGF10	multiple EGF-like-domains 10
9238	TBRG4	transforming growth factor beta regulator 4
5335	PLCG1	phospholipase C, gamma 1
26980	PABPC1P1	poly(A) binding protein, cytoplasmic 1 pseudogene 1
100132440	[No Symbol]	[No Name]
78990	OTUB2	OTU domain, ubiquitin aldehyde binding 2
9941	EXOG	endo/exonuclease (5'-3'), endonuclease G-like
285643	KIF4B	kinesin family member 4B
57282	SLC4A10	solute carrier family 4, sodium bicarbonate transporter, member 10
246184	CDC26	cell division cycle 26 homolog (S. cerevisiae)
55195	C14orf105	chromosome 14 open reading frame 105
5783	PTPN13	protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase)
2185	PTK2B	PTK2B protein tyrosine kinase 2 beta
100131418	RPS27P22	ribosomal protein S27 pseudogene 22
90693	CCDC126	coiled-coil domain containing 126
5566	PRKACA	protein kinase, cAMP-dependent, catalytic, alpha
100132137	[No Symbol]	[No Name]
100131034	LOC100131034	hypothetical protein LOC100131034
284612	SYPL2	synaptophysin-like 2
389493	LOC389493	hypothetical protein LOC389493
4744	NEFH	neurofilament, heavy polypeptide
653588	LOC653588	Sjogren syndrome antigen B (autoantigen La) pseudogene
1454	CSNK1E	casein kinase 1, epsilon
100130618	LOC100130618	tetratricopeptide repeat domain 14 pseudogene
645474	S100A11P3	S100 calcium binding protein A11 pseudogene 3
10345	TRDN	triadin
220885	RPSAP15	ribosomal protein SA pseudogene 15
100128641	[No Symbol]	[No Name]
26232	FBXO2	F-box protein 2
673	BRAF	v-raf murine sarcoma viral oncogene homolog B1
228	ALDOAP2	aldolase A, fructose-bisphosphate pseudogene 2
340260	UNCX	UNC homeobox
6401	SELE	selectin E
